name,num_locations,categories,raw_categories
The French Oven,1,Bakery,Bakery
The French Table,1,Breakfast restaurant,Breakfast restaurant
The Fresh Yard | FY,1,Boutique|Clothing store|Men's clothing store,Boutique|Clothing store|Men's clothing store
The Friendly,1,Pizza restaurant,Pizza restaurant
The Friendly Tavern,1,restaurant,Restaurant
The Fruit Stand,1,Produce market,Produce market
The Furniture Warehouse,1,Furniture store|Mattress store,Furniture store|Mattress store
The Fusion Wok,1,Asian fusion restaurant|Chinese restaurant|Indonesian restaurant|Sushi restaurant|Thai restaurant,Asian fusion restaurant|Chinese restaurant|Indonesian restaurant|Sushi restaurant|Thai restaurant
The Galley,1,American restaurant,American restaurant
The Gates At Eastlake Woods,1,Gated community,Gated community
The Gathering @ Grace Chapel,1,Christian church|Church|Non-profit organization,Christian church|Church|Non-profit organization
The Gem Garden,1,Gift shop|Jeweler|Jewelry repair service|Jewelry store|Lapidary,Gift shop|Jeweler|Jewelry repair service|Jewelry store|Lapidary
The Gent's Corner Haircuts & Shaves,1,Barber shop,Barber shop
The Gentle Penguin,1,Lounge,Lounge
The Gentlemens Tux Club,1,Men's clothing store|Tuxedo shop,Men's clothing store|Tuxedo shop
The Gerson Institute,1,Non-profit organization,Non-profit organization
The Giant Dipper,1,Roller coaster,Roller coaster
The Girl Can't Help It,1,Antique store|Collectibles store|Used clothing store|Vintage clothing store|Women's clothing store,Antique store|Collectibles store|Used clothing store|Vintage clothing store|Women's clothing store
The Glass Guru,1,Glass & mirror shop|Glass repair service|Shower door shop,Glass & mirror shop|Glass repair service|Shower door shop
The Glen at Scripps Ranch,1,Retirement community|Retirement home,Retirement community|Retirement home
The Gluten Free Baking Co,1,Bakery,Bakery
The Go Lounge,1,bar|Cocktail bar|Event venue|Karaoke bar|Live music venue|Lounge,Bar|Cocktail bar|Event venue|Karaoke bar|Live music venue|Lounge
The Goddard School,1,Day care center|Learning center|Preschool|Private educational institution|Summer camp,Day care center|Learning center|Preschool|Private educational institution|Summer camp
The Godfather,1,bar|Fine dining restaurant|Italian restaurant|Sicilian restaurant|Wine bar,Bar|Fine dining restaurant|Italian restaurant|Sicilian restaurant|Wine bar
The Golf Bar,1,bar|Golf course|Golf driving range|Golf shop|Indoor golf course|Public golf course|restaurant|Sports bar|Sports club|Tapas bar,Bar|Golf course|Golf driving range|Golf shop|Indoor golf course|Public golf course|Restaurant|Sports bar|Sports club|Tapas bar
The Golf Mart,5,Outdoor sports store|Sporting goods store|Sportswear store,Outdoor sports store|Sporting goods store|Sportswear store
The Golf Shop at Torrey Pines,1,Golf shop,Golf shop
The Gondola Company,1,Boat tour agency,Boat tour agency
The Good Feet Store,2,Orthotics & prosthetics service,Orthotics & prosthetics service
The Good Stuff Cookie Co,1,Cookie shop,Cookie shop
The Goods,1,Donut shop,Donut shop
The Gopher Hole,1,Bar & grill,Bar & grill
The Gourmet Bagger,1,restaurant|Sandwich shop,Restaurant|Sandwich shop
The Grand,1,Cocktail bar|Live music venue|Night club|Sports bar,Cocktail bar|Live music venue|Night club|Sports bar
The Grand Golf Club,1,Golf club|Golf course,Golf club|Golf course
The Grand Kitchen + Bar,1,American restaurant|Bar & grill|Breakfast restaurant|Brunch restaurant,American restaurant|Bar & grill|Breakfast restaurant|Brunch restaurant
The Grand On 5th,1,American restaurant,American restaurant
The Grand Tea Room,1,restaurant,Restaurant
The Grass Skirt,1,Asian fusion restaurant|bar,Asian fusion restaurant|Bar
The Great Room Escape San Diego,1,Amusement center|Escape room center,Amusement center|Escape room center
The Green Gazebo,1,park,Park
The Green House,1,Sandwich shop|Vegan restaurant|Vegetarian cafe and deli|Vegetarian restaurant,Sandwich shop|Vegan restaurant|Vegetarian cafe and deli|Vegetarian restaurant
The Green Lady,3,Drug store|Gas station,Drug store|Gas station
The Green Roof Car Wash,1,Car wash,Car wash
The GreenHouse Group,1,Mortgage broker|Real estate agency|Real estate agents|Real estate consultant,Mortgage broker|Real estate agency|Real estate agents|Real estate consultant
The Greenspot Salad Company,3,Health food restaurant|Salad shop|Vegetarian cafe and deli,Health food restaurant|Salad shop|Vegetarian cafe and deli
The Grill,1,Bar & grill,Bar & grill
The Grill and Deli,1,Deli|restaurant,Deli|Restaurant
The Grill at Torrey Pines,1,American restaurant|Bar & grill|Fine dining restaurant|restaurant,American restaurant|Bar & grill|Fine dining restaurant|Restaurant
The Grill at Vine Ripe,1,Mediterranean restaurant,Mediterranean restaurant
The Grill by Ray,1,restaurant,Restaurant
The Grille,1,Bakery|coffee_shop|Family restaurant|Hamburger restaurant|Ice cream shop|Kosher restaurant|restaurant,Bakery|Cafe|Family restaurant|Hamburger restaurant|Ice cream shop|Kosher restaurant|Restaurant
The Grillery,1,restaurant,Restaurant
The Groovy Greek,1,restaurant,Restaurant
"The Grossman Law Firm, APC",1,Attorney|Law firm|Legal services|Trial attorney,Attorney|Law firm|Legal services|Trial attorney
The Grounds Bean Bar,1,coffee_shop,Coffee shop
The Grove,1,Alternative medicine practitioner|Cannabis store|Delivery service|Herb shop|Holistic medicine practitioner,Alternative medicine practitioner|Cannabis store|Delivery service|Herb shop|Holistic medicine practitioner
The Grove Church,1,Church,Church
The Grove Shop,1,Store,Store
The Guiltinan Group Luxury Properties,1,Real estate agency,Real estate agency
The Gun Range San Diego,1,Gun shop|Shooting range,Gun shop|Shooting range
The Gym,1,Fitness center|Gym|Personal trainer|Weight loss service,Fitness center|Gym|Personal trainer|Weight loss service
The Gym In Mission Hills,1,Personal trainer,Personal trainer
The HDTV Outlet in San Diego,1,Electronics store,Electronics store
The HUB,1,Educational consultant,Educational consultant
The Habit Burger Grill,10,American restaurant|Fast food restaurant|Hamburger restaurant|restaurant|Takeout Restaurant|Takeout restaurant,American restaurant|Fast food restaurant|Hamburger restaurant|Restaurant|Takeout Restaurant|Takeout restaurant
The Habit Burger Grill (Drive-Thru),2,Fast food restaurant|Hamburger restaurant|restaurant,Fast food restaurant|Hamburger restaurant|Restaurant
The Hair Cooperative,1,beauty_salon,Hair salon
The Hair Lounge,1,Barber shop|beauty_salon|Hair care|Hairdresser,Barber shop|Beauty salon|Hair care|Hair salon|Hairdresser
The Hair Mechanic,1,beauty_salon|Health and beauty,Hair salon|Health and beauty
The Hair Parlour,1,beauty_salon|Hairdresser|Make-up artist,Beauty salon|Hair salon|Hairdresser|Make-up artist
The Hair Social,1,Barber shop|beauty_salon,Barber shop|Hair salon
The Hair Spa,1,beauty_salon|Hairdresser,Beauty salon|Hairdresser
The Haircut Zone,1,Barber shop,Barber shop
The Hake,1,Fine dining restaurant|Seafood restaurant,Fine dining restaurant|Seafood restaurant
The Hamlett,1,coffee_shop,Coffee shop
The Harp,1,Bar & grill|Irish pub,Bar & grill|Irish pub
The Harris Group,1,Engineering consultant,Engineering consultant
The Hauler Junk Removal,1,Debris removal service,Debris removal service
The Haunted Hotel,1,Haunted house,Haunted house
The Haunted Trail of Balboa Park,1,Haunted house,Haunted house
The Haven Pizzeria,1,bar|Family restaurant|Italian restaurant|Pizza restaurant|restaurant,Bar|Family restaurant|Italian restaurant|Pizza restaurant|Restaurant
The Hay Co-Op,1,Agricultural service,Agricultural service
The Headquarters at Seaport,1,Shopping mall,Shopping mall
The Healing Center San Diego Dispensary,1,Cannabis store|Holistic medicine practitioner|Pain control clinic|Wellness center,Cannabis store|Holistic medicine practitioner|Pain control clinic|Wellness center
The Heart and Trotter Butchery,1,Butcher shop deli|Market,Butcher shop deli|Market
The Heart of The Village,1,Apartment rental agency,Apartment rental agency
The Henry,1,American restaurant|coffee_shop|Family restaurant|restaurant,American restaurant|Coffee shop|Family restaurant|Restaurant
The Heritage at Canyon Pointe,1,Condominium complex|Real estate|Store,Condominium complex|Real estate|Store
The Hidden Grill,1,Delivery Restaurant|restaurant,Delivery Restaurant|Restaurant
The Hidden Spa,1,Cosmetics store|Facial spa|Massage therapist|Medical spa|Spa,Cosmetics store|Facial spa|Massage therapist|Medical spa|Spa
The Hideaway Massage and Skincare,1,Day spa|Massage therapist,Day spa|Massage therapist
The Hideaway Ramona,1,Bed & breakfast|Event venue|Wedding venue,Bed & breakfast|Event venue|Wedding venue
The Hideaway Tattoo,1,Tattoo shop,Tattoo shop
The Hideout,1,bar|Cocktail bar|Karaoke bar|Live music venue,Bar|Cocktail bar|Karaoke bar|Live music venue
The High Dive,1,Bar & grill|restaurant|Sports bar,Bar & grill|Restaurant|Sports bar
The High Road Smoke Shop,1,Tobacco shop,Tobacco shop
The Highlands by Tri Pointe Homes,1,Home builder,Home builder
The Hills Local Pub,1,American restaurant|bar,American restaurant|Bar
The Hive Hillcrest,1,Alternative medicine practitioner|beauty_salon|Make-up artist|Massage therapist|Spa|Wellness center,Alternative medicine practitioner|Beauty salon|Make-up artist|Massage therapist|Spa|Wellness center
The Hodges Golf Improvement Center,1,Golf driving range|Golf shop,Golf driving range|Golf shop
The Holding Company,1,bar|Live music bar|Live music venue|restaurant,Bar|Live music bar|Live music venue|Restaurant
The Hole In The Wall,1,bar|Bar & grill|Cocktail bar|Historical landmark|Karaoke bar,Bar|Bar & grill|Cocktail bar|Historical landmark|Karaoke bar
The Holistic Science Co.,1,Health and beauty shop|Manufacturer,Health and beauty shop|Manufacturer
The Home Depot,18,Appliance store|Bathroom supply store|Cabinet store|Hardware store|Home improvement store|Lighting store|Paint store|Rug store|Tool store|Window treatment store,Appliance store|Bathroom supply store|Cabinet store|Hardware store|Home improvement store|Lighting store|Paint store|Rug store|Tool store|Window treatment store
The Home Depot Design Center,1,Bathroom remodeler|Bathroom supply store|Interior designer|Kitchen remodeler|Kitchen supply store,Bathroom remodeler|Bathroom supply store|Interior designer|Kitchen remodeler|Kitchen supply store
The Home Depot Imperial Marketplace,1,Home improvement store,Home improvement store
The Honest Agent,1,Real estate agency,Real estate agency
The HoneyBaked Ham,1,Ham shop,Ham shop
The HoneyBaked Ham Co.,2,Ham shop,Ham shop
The Honor Foundation,1,Non-profit organization,Non-profit organization
The Hookah Lab,1,Hookah bar,Hookah bar
The Hoop Warehouse,1,Basketball club|Physical fitness program,Basketball club|Physical fitness program
The Hop Stop,1,Beer garden|restaurant,Beer garden|Restaurant
The Hopping Pig,1,American restaurant|Live music bar|restaurant,American restaurant|Live music bar|Restaurant
"The Hostel California, THC",1,Club|Group accommodation|Hostel|Youth club,Club|Group accommodation|Hostel|Youth club
The Hot Seat Salon,2,beauty_salon,Beauty salon|Hair salon
The Hot Spot Del Sur,1,Candle store|Pottery store,Candle store|Pottery store
The Hot Spot Pottery Painting Candle Making & More,1,Art studio|Craft store|Event venue|Gift shop|Painting|Painting studio|Party planner|Pottery store,Art studio|Craft store|Event venue|Gift shop|Painting|Painting studio|Party planner|Pottery store
The Hour Room - Escape Room,1,Amusement center|Escape room center,Amusement center|Escape room center
The House Of Halloween,1,Costume store,Costume store
The Hub,1,Food court,Food court
The Hub Hillcrest Market,1,Grocery store|restaurant|Shopping mall,Grocery store|Restaurant|Shopping mall
The Hub Nails Lounge,1,beauty_salon,Nail salon
The Hunt and Company,1,Clothing wholesaler,Clothing wholesaler
The Idea Guy®,1,Business management consultant|Design agency|Training centre,Business management consultant|Design agency|Training centre
The Immaculata,1,Catholic church|poi_attraction,Catholic church|Tourist attraction
The Incredible Cafe,1,American restaurant|Diner|restaurant,American restaurant|Diner|Restaurant
The Indian Store,1,Craft store,Craft store
The Inflatable Run,1,Festival,Festival
The Ink Spot Tattoo and Body Piercing,1,Tattoo shop,Tattoo shop
"The Inn at Rancho Santa Fe, A Tribute Portfolio Resort & Spa",1,bar|Event venue|Hotel|Resort hotel|Wedding venue,Bar|Event venue|Hotel|Resort hotel|Wedding venue
The Insurance Place,2,Auto insurance agency|Commercial agent|Home insurance agency|Insurance agency|Motorcycle insurance agency|Renter's insurance agency,Auto insurance agency|Commercial agent|Home insurance agency|Insurance agency|Motorcycle insurance agency|Renter's insurance agency
The International Shops,1,Shopping mall,Shopping mall
The Invigatorium,1,Breakfast restaurant|Cocktail bar|coffee_shop|Wine store,Breakfast restaurant|Cocktail bar|Coffee shop|Wine store
The Irenic,1,Event venue,Event venue
The Island at Carlsbad,1,Food court,Food court
The Islands Restaurant - Inside the Crowne Plaza,1,Eclectic restaurant,Eclectic restaurant
The Jazzy Wishbone,1,Live music bar,Live music bar
The John Landes Skatepark,1,park|Skateboard park|poi_attraction,Park|Skateboard park|Tourist attraction
The Joint - Award Winning Sushi-Tapas-Craft Beer-Wine-Sake,1,Brunch restaurant|Fusion restaurant|Gastropub|restaurant|Seafood restaurant|Steak house|Sushi restaurant|Tapas bar|Vegetarian restaurant|Wine bar,Brunch restaurant|Fusion restaurant|Gastropub|Restaurant|Seafood restaurant|Steak house|Sushi restaurant|Tapas bar|Vegetarian restaurant|Wine bar
The Joint Chiropractic,7,Chiropractor,Chiropractor
The Jonville Team,1,Commercial real estate agency|Real estate agency,Commercial real estate agency|Real estate agency
The Junction,1,Sports bar,Sports bar
The Kar Place,1,Auto market|Car dealer|Used car dealer,Auto market|Car dealer|Used car dealer
The Keating Hotel,1,Hotel,Hotel
The Kebab Shop,10,Caterer|Catering food and drink supplier|European restaurant|Greek restaurant|Halal restaurant|Mediterranean restaurant|Middle Eastern restaurant|Vegetarian restaurant,Caterer|Catering food and drink supplier|European restaurant|Greek restaurant|Halal restaurant|Mediterranean restaurant|Middle Eastern restaurant|Vegetarian restaurant
The Ken Blanchard Companies Global Headquarters,1,Business management consultant|Consultant|Corporate office,Business management consultant|Consultant|Corporate office
The Kettle Room,1,New American restaurant,New American restaurant
The Key Crew Locksmith,1,Emergency locksmith service|Key duplication service|Locksmith,Emergency locksmith service|Key duplication service|Locksmith
"The Kindley Firm, APC",1,Law firm|Legal services|Personal injury attorney|Trial attorney,Law firm|Legal services|Personal injury attorney|Trial attorney
The King's Craft Coffee Co.,2,Breakfast restaurant|coffee_shop|Catering food and drink supplier|Coffee store,Breakfast restaurant|Cafe|Catering food and drink supplier|Coffee shop|Coffee store
"The King's Pawn - Pawn Shop Escondido, San Diego CA. (Loan, Buy & Sell- Gold, Silver, Diamonds, Jewelry, Coins, Bullion, Watches, Electronics, Guitars & Musical Instruments, Power Tools, Sports Equipment)",1,Diamond buyer|Diamond dealer|Gold dealer|Goldsmith|Guitar store|Jewelry buyer|Jewelry store|Pawn shop|Tool store|Watch store,Diamond buyer|Diamond dealer|Gold dealer|Goldsmith|Guitar store|Jewelry buyer|Jewelry store|Pawn shop|Tool store|Watch store
The King’s Barbershop,1,Barber shop,Barber shop
The Knotstop | Stretchstop,1,Day spa|Massage spa|Massage therapist|Skin care clinic|Yoga studio,Day spa|Massage spa|Massage therapist|Skin care clinic|Yoga studio
The Korean Rose,1,restaurant,Restaurant
The L.A.B. OC,1,Beautician|beauty_salon|Eyebrow bar|Permanent make-up clinic|Waxing hair removal service,Beautician|Beauty salon|Eyebrow bar|Permanent make-up clinic|Waxing hair removal service
The LASIK Vision Institute,1,Lasik surgeon|Optometrist,Lasik surgeon|Optometrist
The LCT Bayside Pavilion At CYM-Chula Vista,1,Banquet hall|Community center|Conference center|Convention center|Dance hall|Event venue|Meeting planning service|Party planner|Wedding venue,Banquet hall|Community center|Conference center|Convention center|Dance hall|Event venue|Meeting planning service|Party planner|Wedding venue
The LEGO® Store Fashion Valley,1,Toy store,Toy store
The LEGO® Store University Town Center,1,Toy store,Toy store
The Lab A Salon,1,beauty_salon,Beauty salon|Hair salon
The Lamplighter,1,bar|Cocktail bar,Bar|Cocktail bar
The Lamplighters Community Theatre,1,Performing arts theater,Performing arts theater
The Lampshade Gallery,1,Lighting store,Lighting store
The Lanai,1,Hawaiian restaurant|Pacific Rim restaurant,Hawaiian restaurant|Pacific Rim restaurant
The Lanai Del Mar,1,Hawaiian restaurant|Sushi restaurant,Hawaiian restaurant|Sushi restaurant
The Lancers,1,bar|Cocktail bar|Pool hall|Sports bar,Bar|Cocktail bar|Pool hall|Sports bar
The Land & Water Company,1,New American restaurant|restaurant|Sushi restaurant,New American restaurant|Restaurant|Sushi restaurant
The Land Barbershop,1,Barber shop,Barber shop
The Landing Ocean View Hills,1,Apartment building|Apartment rental agency,Apartment building|Apartment rental agency
The Landings At Carlsbad,1,American restaurant|bar,American restaurant|Bar
The Laser Cafe Medical Spa,1,Laser hair removal service|Medical spa|Skin care clinic,Laser hair removal service|Medical spa|Skin care clinic
The Lash Lounge San Diego - Mission Valley,1,beauty_salon|Beauty supply store|Cosmetics store|Eyebrow bar,Beauty salon|Beauty supply store|Cosmetics store|Eyebrow bar
The Lash Lounge San Diego - Point Loma,1,beauty_salon|Beauty supply store|Cosmetics store|Eyebrow bar,Beauty salon|Beauty supply store|Cosmetics store|Eyebrow bar
The Latin Chef Liberty Station,1,Peruvian restaurant,Peruvian restaurant
The Launch Pad to Fun,1,Gym,Gym
The Launderette,1,Laundromat,Laundromat
The Laundry Basket,1,Laundromat|Laundry service,Laundromat|Laundry service
The Laundry Room,3,Laundromat|Laundry service,Laundromat|Laundry service
The Law Office Of John A. Delisi,1,Attorney|Divorce lawyer|Divorce service|Family law attorney|Law firm|Legal services|Personal injury attorney,Attorney|Divorce lawyer|Divorce service|Family law attorney|Law firm|Legal services|Personal injury attorney
"The Law Office Of Kevin Lemieux, APC",1,Attorney|Criminal justice attorney|Divorce lawyer|Family law attorney,Attorney|Criminal justice attorney|Divorce lawyer|Family law attorney
The Law Office of Adrian Terrado APC,1,Civil law attorney|Personal injury attorney,Civil law attorney|Personal injury attorney
"The Law Office of Araceli Tovar, APC",1,Estate planning attorney,Estate planning attorney
The Law Office of Evan W. Walker,2,Attorney|Civil law attorney|Insurance attorney|Legal services|Personal injury attorney|Trial attorney,Attorney|Civil law attorney|Insurance attorney|Legal services|Personal injury attorney|Trial attorney
The Law Office of Gerald D. Brody & Associates,1,Employment attorney|Law firm|Legal services,Employment attorney|Law firm|Legal services
The Law Office of Marc S. Kohnen,1,Criminal justice attorney,Criminal justice attorney
The Law Office of Marco A. Torres,1,Attorney|Bankruptcy attorney|Divorce lawyer|Family law attorney|Law firm|Legal services|Real estate attorney,Attorney|Bankruptcy attorney|Divorce lawyer|Family law attorney|Law firm|Legal services|Real estate attorney
The Law Office of Mark-Robert Bluemel,1,Attorney,Attorney
"The Law Office of Paul Neuharth, Jr. APC",1,Criminal justice attorney,Criminal justice attorney
The Law Offices of Christopher P. Sohovich,1,Criminal justice attorney|Personal injury attorney|Trial attorney,Criminal justice attorney|Personal injury attorney|Trial attorney
The Law Offices of Cory A. DeLellis,1,Attorney|Law firm|Legal services|Social security attorney,Attorney|Law firm|Legal services|Social security attorney
"The Law Offices of Gerald L. Bohart, A.P.C.",1,Estate planning attorney,Estate planning attorney
The Law Offices of Jeffrey T. Vanderveen,1,Attorney|Civil law attorney|Estate planning attorney,Attorney|Civil law attorney|Estate planning attorney
The Law Offices of John G. Kiwan,1,Law firm,Law firm
The League Chiropractic Clinic,1,Chiropractor|Sports massage therapist|Sports medicine clinic|Wellness program,Chiropractor|Sports massage therapist|Sports medicine clinic|Wellness program
The Lean Bean,1,coffee_shop,Coffee shop
The Lean Machine Meal Prep,1,Delivery Restaurant|Health food restaurant|Health food store,Delivery Restaurant|Health food restaurant|Health food store
The Library Tavern,1,bar|Sports bar,Bar|Sports bar
The Life Church,1,Church,Church
The Line Training,1,Sports club,Sports club
The Linkery,1,,
The Lion's Share,1,American restaurant|bar|Cocktail bar|Eclectic restaurant|Lounge|restaurant,American restaurant|Bar|Cocktail bar|Eclectic restaurant|Lounge|Restaurant
The Little Cat Clinic,1,Veterinarian,Veterinarian
The Little Italy Barbery,1,Barber shop,Barber shop
The Little Nail Shop San Diego,1,beauty_salon,Nail salon
The Little Yoga Studio,1,Yoga studio,Yoga studio
The Living Room Coffeehouse,1,American restaurant|coffee_shop,American restaurant|Coffee shop
The Local Bottle Shop & The Local Bite,1,Beer store|Grocery store|Liquor store|Lottery retailer|Sandwich shop,Beer store|Grocery store|Liquor store|Lottery retailer|Sandwich shop
The Local Eatery & Drinking Hole,1,American restaurant|Lunch restaurant|Sports bar,American restaurant|Lunch restaurant|Sports bar
The Local Pacific Beach,1,bar|restaurant,Bar|Restaurant
The Locker Room Barbershop,1,Barber shop,Barber shop
The Lodge at Torrey Pines,1,Golf course|Hotel|Meeting planning service|Resort hotel|Wedding venue,Golf course|Hotel|Meeting planning service|Resort hotel|Wedding venue
The Loft,1,bar|Gay bar,Bar|Gay bar
The Lofts at 777 Sixth Ave,1,Business center|Condominium complex,Business center|Condominium complex
The Loma Club,1,Bar & grill|Golf club|Golf course,Bar & grill|Golf club|Golf course
The London Bakery,1,Bakery|Tea house,Bakery|Tea house
The Lonely Sock Laundromat LLC,1,Laundromat|Laundry service,Laundromat|Laundry service
The Long Run Sportfishing,1,Fishing charter|Fishing club|Fishing store|Whale watching tour agency,Fishing charter|Fishing club|Fishing store|Whale watching tour agency
The Longboarder Cafe,1,coffee_shop,Cafe
The Lookout,1,park,Park
The Lot,1,Parking lot,Parking lot
The Love Aquarium,1,Tropical fish store,Tropical fish store
The Loving Owl- A Nail Sanctuary,1,beauty_salon,Nail salon
The Lyceum Theatres,1,Performing arts theater,Performing arts theater
The MARKET,1,coffee_shop,Cafe
The Mad Beet,1,Deli|Health food store|Juice shop|Salad shop|Vegetarian restaurant,Deli|Health food store|Juice shop|Salad shop|Vegetarian restaurant
The Magnolia,1,Live music venue|Performing arts theater,Live music venue|Performing arts theater
The Mail Bank,2,Fax service|Gift shop|Mailbox rental service|Notary public|Packaging supply store|Post office|Shipping and mailing service,Fax service|Gift shop|Mailbox rental service|Notary public|Packaging supply store|Post office|Shipping and mailing service
The Mail Store,1,Shipping and mailing service|Shipping service,Shipping and mailing service|Shipping service
The Mailroom of IB,1,Shipping and mailing service,Shipping and mailing service
The MainCourse Restaurant,1,restaurant|Steak house,Restaurant|Steak house
The Majestic,1,Apartment building,Apartment building
The Make Good Coffee Co.,1,coffee_shop|Coffee roasters|Coffee wholesaler,Cafe|Coffee roasters|Coffee shop|Coffee wholesaler
The Manhattan,1,bar|Bar & grill|Cocktail bar|Lounge,Bar|Bar & grill|Cocktail bar|Lounge
The Manzanita Gathering Place,1,park,Park
The Map & Atlas Museum of La Jolla,1,Art museum|poi_attraction,Art museum|Tourist attraction
The Marine Room,1,restaurant,Restaurant
The Market,2,coffee_shop|Grocery store,Cafe|Grocery store
The Market At Hidden Meadows,1,Market,Market
The Market By Buon Appetito,1,Beer store|Boutique|Grocery store|Italian grocery store|Market|Oil store|Store|Wine club|Wine store,Beer store|Boutique|Grocery store|Italian grocery store|Market|Oil store|Store|Wine club|Wine store
The Market Hall,1,Grocery store,Grocery store
The Market Place,2,Deli|Fast food restaurant|Grocery store|Liquor store|restaurant|Sandwich shop|Takeout Restaurant,Deli|Fast food restaurant|Grocery store|Liquor store|Restaurant|Sandwich shop|Takeout Restaurant
The Marketplace,1,Shopping mall,Shopping mall
The Marketplace at West Point Loma,1,Shopping mall,Shopping mall
The Marquis at Hillcrest Historic Lofts,1,Apartment building,Apartment building
The Mason Jar,1,Antique store,Antique store
The Mavin Group West / David Indermill Broker/Owner,1,Real estate agency,Real estate agency
The Max,1,,
The McClellan Law Firm,1,Civil law attorney|Personal injury attorney|Trial attorney,Civil law attorney|Personal injury attorney|Trial attorney
The Med,1,bar|Californian restaurant|Mediterranean restaurant|New American restaurant|restaurant|Seafood restaurant,Bar|Californian restaurant|Mediterranean restaurant|New American restaurant|Restaurant|Seafood restaurant
The Melt,1,American restaurant|Hamburger restaurant|New American restaurant|Sandwich shop,American restaurant|Hamburger restaurant|New American restaurant|Sandwich shop
The Melting Pot,1,Fine dining restaurant|Fondue restaurant,Fine dining restaurant|Fondue restaurant
The Melting Pot - La Jolla,1,bar|Family restaurant|Fine dining restaurant|Fondue restaurant|Gluten-free restaurant,Bar|Family restaurant|Fine dining restaurant|Fondue restaurant|Gluten-free restaurant
The Men's Cave Barber Shop & Shaves,1,Barber shop,Barber shop
The Menu Restaurant,1,Breakfast restaurant|Brunch restaurant|coffee_shop|Diner|restaurant,Breakfast restaurant|Brunch restaurant|Coffee shop|Diner|Restaurant
The Mercado Shopping Center,1,Shopping mall,Shopping mall
The Merian,1,Apartment building|Apartment complex|Apartment rental agency,Apartment building|Apartment complex|Apartment rental agency
The Mermaid Salon & Day Spa,1,beauty_salon|Day spa,Beauty salon|Day spa
The Merrow,1,bar|Cocktail bar|Live music venue|Night club,Bar|Cocktail bar|Live music venue|Night club
The Milk Bar | North Park,1,coffee_shop|Cookie shop|Ice cream shop|Milk delivery service,Cafe|Cookie shop|Ice cream shop|Milk delivery service
The Miller's Table,1,Caterer|Gourmet grocery store|Sandwich shop,Caterer|Gourmet grocery store|Sandwich shop
The Mills at Cortez Hill,1,Condominium complex,Condominium complex
The Mission - Mission Beach,1,Breakfast restaurant|Brunch restaurant|Latin American restaurant|Lunch restaurant|Nuevo Latino restaurant|restaurant,Breakfast restaurant|Brunch restaurant|Latin American restaurant|Lunch restaurant|Nuevo Latino restaurant|Restaurant
The Mission / East Village,1,Breakfast restaurant|Brunch restaurant|Family restaurant|Nuevo Latino restaurant|restaurant,Breakfast restaurant|Brunch restaurant|Family restaurant|Nuevo Latino restaurant|Restaurant
The Missions At Rio Vista,1,Apartment building|Apartment complex|Housing complex,Apartment building|Apartment complex|Housing complex
The Modern Vegan,1,restaurant,Restaurant
The Montera,1,Assisted living facility|Nursing home|Retirement community|Retirement home|Senior citizen center,Assisted living facility|Nursing home|Retirement community|Retirement home|Senior citizen center
The Movement Warehouse,1,Gym,Gym
The Mudbar,1,coffee_shop,Cafe
The Mugger,1,Gift shop,Gift shop
The Murder Mystery Company in San Diego,1,Dinner theater|Party planner|Performing arts group,Dinner theater|Party planner|Performing arts group
"The Mustang Shop of San Diego, Inc.",1,Auto parts store|auto_repair|Chauffeur service,Auto parts store|Auto repair shop|Chauffeur service
The Nada Shop,1,Home goods store,Home goods store
The Nail Lounge of La Jolla,1,beauty_salon,Nail salon
The Nail Shop,1,beauty_salon|Waxing hair removal service,Nail salon|Waxing hair removal service
The Nail Spot,1,beauty_salon,Nail salon
The Nail Stop,1,Health and beauty|beauty_salon,Health and beauty|Nail salon
The Nails Club,1,beauty_salon|Facial spa|Waxing hair removal service,Beauty salon|Facial spa|Nail salon|Waxing hair removal service
The Naked Cafe,4,Breakfast restaurant|Brunch restaurant|coffee_shop|Espresso bar|Health food restaurant|Lunch restaurant|Vegan restaurant|Vegetarian restaurant,Breakfast restaurant|Brunch restaurant|Cafe|Coffee shop|Espresso bar|Health food restaurant|Lunch restaurant|Vegan restaurant|Vegetarian restaurant
The Naval Reserve Officers Training Corps - University of San Diego,1,University department,University department
The Neighborhood Cafe,1,coffee_shop,Cafe
The Nest coffee & tea,1,coffee_shop,Coffee shop
The Nest on Fifth,1,Hotel|Short term apartment rental agency,Hotel|Short term apartment rental agency
The Networc Barbershop,1,Barber shop,Barber shop
The Neurology Center of Southern California - Escondido,1,Doctor,Doctor
The New Children’s Museum,1,Art museum|Children's museum|Museum|poi_attraction,Art museum|Children's museum|Museum|Tourist attraction
The New Yorker SD,1,bar|Lounge|Pizza restaurant|restaurant,Bar|Lounge|Pizza restaurant|Restaurant
The Newme Nails,1,beauty_salon,Nail salon
The Noble Chef (豪記),1,Chinese restaurant,Chinese restaurant
The Nolen,1,Cocktail bar,Cocktail bar
The Nood Bar,1,Asian fusion restaurant|Asian restaurant|Ramen restaurant|Thai restaurant,Asian fusion restaurant|Asian restaurant|Ramen restaurant|Thai restaurant
The North Face Las Americas Premium Outlets,1,Camping store|Clothing store|Outdoor sports store|Sportswear store,Camping store|Clothing store|Outdoor sports store|Sportswear store
The Nurse Academy,1,Nursing school,Nursing school
"The OB Water Store, Inc.",1,Bottled water supplier,Bottled water supplier
